text,label_Irrelevant,label_Salafi jihadi,label_Salafi taklidi,max_prob,model_decision,uncertainty_score
"""""While majority of the Muslims fight on dates regarding Ramadan, or Eid, or many follow Saudis, I was looking at Ahmadis calendar and they have it all sorted out for the next 10 years. No telescopes, no last minute suspense. Science nd Logic. Thats what Fawad Ch was fighting for. 
""
--------------

Thank you Qaddianis for fasting with us, many kuffar do take part voluntarily but not like you guys, making a calendar for the blessed month and everything",0.2235653,0.5855203,0.11965746,0.5855203,Salafi jihadi,0.0855203
""""" Abu Obaida is not a Martyr!

Rather he is a pure Nasibi with conclusive evidence, and his abode is Hell, and what an evil destination

 Read the article in the replies""
""
--------------

Nasibi means someone who hates the Prophets family.

Filthy rafidhah use this term to label anyone that loves the sahabah as a nasibi

If you do not love the sahabah, you do not love the Prophets family

Abu Obaida   

Rawafid",0.028863272,0.3830286,0.7024829,0.7024829,Salafi taklidi,0.1169714
"""""By this logic Hafez and Bashar al Assad were both Sunnis and not Nusayri Alawites

This is what their scholars also said
Exactly this

Adnan sit this one out, youre doing yourself no favour in long term 

We will not forget where you stood
With the Juice and the oppressors""
""
--------------

Look at this @MrAdnanRashid, ""Sunni"" Bashar.",0.3504928,0.5791262,0.06731086,0.5791262,Salafi jihadi,0.07912620000000004
"""""IMPORTANT CORRECTION.

Shia preachers have been claiming Jinnah (RA) was a 12ver Shia, therefore 12vers made Pakistan.

Jinnah (RA) DIED a Sunni Muslim.

Evidence:

He prayed publicly ONLY with Sunnis.

His ONLY OFFICIAL Janaza prayers were led by Mufti Shabbir Ahmad Usmani. 
""
--------------

Actually there were two funeral prayers for him. 

First was private as per shia traditions while 2nd was public state one to mislead Sunnis (who make up 85%-90% of population). @MrAdnanRashid at least you should have known how Rawafidh deceive the masses.",0.36949876,0.4479046,0.064420454,0.4479046,"No decision, maximum is Salafi jihadi",0.052095400000000014
"""""What an absolute retarded way to deal with the ulema of Ahle tashayyu. Extremely unbecoming of an army chief to make statements befitting of some online troll. Tell the ulema who cheered groups beheading your soldiers to go to xyz country first.""
""
--------------

These Rawafidh are ungrateful honestly.

Sunni protestors in October last year were killed in hundreds for protesting against Trump's plan while Shias who literally rioted and had armed individuals were served iftar by state.

Yahud level gaslighting Rawafidh got.",0.2583817,0.7519051,0.11196788,0.7519051,Salafi jihadi,0.2416183
"""@nahafghan You are giving her reach by quote posting, anyone who thinks losing men or losing territory during initial battles of an asymmetrical war is not even eligible for talking about this stuff let alone argue.

Stop giving these people reach they are yearning for.""",0.42541933,0.08975131,0.16326018,0.42541933,"No decision, maximum is Irrelevant",0.07458067000000002
"""""@nahafghan LoL

""
--------------

What's wrong with having ties with Mujahideen whom are fighting the corrupt global order of disbelievers?",0.66976035,0.35470676,0.03399903,0.66976035,Irrelevant,0.14529324
"""@abulmaali_ Indian Ikhwanis will rather slander IEA on X""",0.32412273,0.21992669,0.13554679,0.32412273,"No decision, maximum is Irrelevant",0.17587726999999997
"""Whoever sees an attack on the Murtadd Napak Army as an attack against the Pakistani Muslim population is part of the problem.""",0.835902,0.3178308,0.029091349,0.835902,Irrelevant,0.18216919999999998
"""Allmah Ibn Taymiyyah was asked about saying L Ilha ill Allh 70,000 times and gifting it to the dead. He responded: If he does it like this 70,000 times, or more, or less, and gifts it Allh will benefit them with it. And this has no [basis] in neither authentic nor weak Hadth.

 [Majm al-Fatw, 24/323, translation from @ahnaafservices Twitter]

Benefits:

1. Ihda As-Sawab (Urdu Isaal e Sawab), or gifting deeds to the dead, is something that was generally considered permissible.

2. It's not necessary that every particular deed related to Sadaqah Jariyah is proven from the Sahabah. For ex. It's not necessary to show that the Sahabah donated an X-ray machine to a hospital with the intention of Sadaqah Jariyah.

3. A precedent in the actions of the Sahabah. - Summary- Unable to financially contribute to the Tabuk expedition, Ulbah bin Zayd (Radi Allahu Anhu) wept in prayer and sincerely offered his personal honor as charity by forgiving any Muslim who had wronged him. The next morning, the Prophet (Salallahu Alaihi Wa Sallam) informed him that Allah had recognized his pure intention and officially accepted his act of forgiveness as a highly rewarded charity. (Seerat Ibn Hisham (Vol. 2, p. 516) and Zaad al-Ma'ad by Ibn al-Qayyim (Vol. 3, p. 461), authentic.)

4. This also means, reciting the Quran and gifting it to the dead is permissible. Ibn Taymiyyah held that opinion. In our contemporary Ulama, Shaykh Muhammad bin Saleh Al-Uthaymeen said that it was permissible to gift deeds to the dead.""",0.83649176,0.01655358,0.091346934,0.83649176,Irrelevant,0.33649176000000003
"""The Prophet  said:

 ""When Allah loves a slave, He calls out to Jibril and says: 'I love so-and-so; so love him'. Then Jibril loves him. After that he (Jibril) announces to the inhabitants of heavens that Allah loves so- and-so; so love him; and the inhabitants of the heavens (the angels) also love him and then make people on earth love him"".

[Al Bukhari and Muslim]

Sheikh Saud ash Shuraim is one of these people. A man whose voice is recognised by Muslims in all corners of the world. A man, whose voice you here, remind you of Masjid al Haram""",0.029355835,0.12364031,0.8720663,0.8720663,Salafi taklidi,0.37206629999999996
"""Maahir al-Qahtaani whining about Shaykh Abdur Rahman al-Barrak because he doesnt speak against Sururis and Ikhwaanis.",0.12277174,0.73091084,0.26114485,0.73091084,Salafi jihadi,0.23091083999999995
"""I had no idea that the former Imam of the Haram Shaykh Shuraim wrote a poem titled The foolish Jaami. Another reason for Shuraim &gt; Sudais.",0.5654526,0.45606142,0.04163175,0.5654526,Irrelevant,0.043938580000000005
"""The Albanian hadith scholar Shaykh Abd al-Qadir al-Arna'ut pointed out the problem that Muslims today are not waging Jihad against the Kuffar",0.104111455,0.38575768,0.27252677,0.38575768,"No decision, maximum is Salafi jihadi",0.11424232000000001
"""One of my favourite portions in the Nuniyyah is where Ibn al-Qayyim addresses the Ash'ari claim that Salafis resemble the khawarij.

Dhul Khuwaysira used his flawed logic to try correct Rasulullah .

Who else puts flawed reasoning above the apparent of the Quran and Sunnah?""",0.07464943,0.41301024,0.44340822,0.44340822,"No decision, maximum is Salafi taklidi",0.05659177999999998
"""I do really want to add on, I dont understand how anyone here who claims they adhere to the Salaf can honour Rasln or take him seriously.

The clip of him literally praising and exaggerating the rank of some Ashar Sufi deviant just because the ruler did, is enough to make anyone cringe.

Its genuinely goosebumps cringe worthy if youve actually seen the clip.

We see why the Salaf were very clear on disliking those who enter upon the rulers frequently.""",0.5194976,0.52749664,0.04630393,0.52749664,Salafi jihadi,0.019497600000000004
"""""Crazy Egyptian Madkhali Ahmad bin Amarah says that the money given to Trump &amp; other Kuffar by the Muslim countries comes under the legitimate Zakat category Bringing the hearts together to repel their evil &amp; the evil of Iran.""
""
--------------

Salafis mayn",0.2108469,0.6776548,0.16497003,0.6776548,Salafi jihadi,0.1776548
"""@Alghurabaaaaaa Abandoning a Maddhab and thinking you're in the position to follow the Qur'an and Sunnah only.""",0.86455655,0.029434644,0.049634967,0.86455655,Irrelevant,0.36455655
"""@mb_ghalibaf You said the Islamabad meeting would be cancelled if Israel kept bombing Lebanon...

Instead of a cancellation of the talks, we now another twitter warning.""",0.8629492,0.09181147,0.029111018,0.8629492,Irrelevant,0.36294919999999997
"""@gghamari The whore of Zion has spoken jakish shah Reza",0.2474489,0.18835871,0.22424826,0.2474489,"No decision, maximum is Irrelevant",0.25255110000000003
""" This is Why anaf Scholars Took So Much Caution with Takfr (Obv other Madhabs too)

1 Mull Al al-Qr al-anaf   (d. 1014 AH) said:

The scholars have stated regarding the matter of declaring someone a disbeliever (takfr): if there are 99 possible interpretations indicating kufr (disbelief) and only one that is not kufr, it is better for the muft and the judge to adopt the interpretation that is not kufr.

He further explained that this principle is derived from the saying of the Prophet :

Avert punishments from the Muslims as much as you can. If you find a way out for a Muslim, then let him go.

 [Shar al-Shif al-Q Iy, 2/502]

2 Imm Ibn bidn al-anaf   (d. 1252 AH) said:

The act of disbelief is a grave matter, so I do not declare a believer as a disbeliever. Whenever I find a narration stating [kufr], he is not to be declared as a kfir.

In summary: If there are aspects in an issue that necessitate declaring takfr [excommunication] and one aspect prevents him [from committing kufr], then the muft should lean towards the aspect that prevents declaring takfr on the Muslim, in order to maintain a good opinion towards the Muslim.

Additionally, in al-Bazzyyah, it is added: Except if one explicitly states an intention affirming kufr [disbelief], interpretation [which protected him from takfr] does not benefit them.

 [Radd al-Mutr al al-Durr al-Mukhtr, 4/408]""",0.3559696,0.1270965,0.13973661,0.3559696,"No decision, maximum is Irrelevant",0.1440304
Marxists will never forgive salafi jihadis for being more competent than them in literally everything,0.85590565,0.20895484,0.02563195,0.85590565,Irrelevant,0.29104516
"Imm at-Tabar said about the Awbn in this yah:

""The best view is of those who said that it refers to the one who repents after committing sin, who comes back from disobedience to obedience and who leaves that which Allah hates for that which He loves and is pleased with.""",0.4676574,0.011760711,0.5631174,0.5631174,Salafi taklidi,0.0323426
"Sufyn b. Uyaynah   said:

 If Allah   did not conceal (our shortcomings), we would not sit with one another.",0.6492052,0.011087249,0.37608784,0.6492052,Irrelevant,0.12391216
"""Abdullh bin Amr:

The Prophet  once spoke about prayer and said: 

Whoever guards it will have light, proof, and salvation on the Day of Resurrection. But whoever does not guard it will have neither light, nor proof, nor salvation, and on the Day of Resurrection he will be with Qrn, Firawn (Pharaoh), Hmn, and Ubayy ibn Khalaf.

{Musnad Ahmad}""",0.67293465,0.12513597,0.043688845,0.67293465,Irrelevant,0.17293464999999997
