text,label_Irrelevant,label_Salafi jihadi,label_Salafi taklidi,model_decision
"""Had they believed in Allah, and in the Prophet (Muhammad ) and in what has been revealed to him, never would they have taken them (the disbelievers) as Auliya (allies, protectors, and helpers). (5:81)

To offer compromises in an attempt to reclaim even a fraction of the rights unjustly taken from youparticularly at the expense of your deen, such as by normalizing relations with the Yahud or by consenting to the suppression or betrayal of the muwahideenand to replace the Sharia of Allah is among the gravest forms of kufr and humiliation. 
Its not a source of pride, but rather a deep and shameful disgracemade even more dishonorable by praising the enemy for such concessions and deluding oneself into believing its an act of his generosity.

To forge agreements with an enemy in one corner of the world while, in another, that same enemy drenches the soil with the blood of Muslims is a religious breach of the highest orderan affront to the very core of our shared identity. 
Such actions fracture the fundamental truth that this Ummah is one body, united in its suffering, its struggle, and its honor.

Its both shameful and treacherous to witness the spectacle of the Taghout Trump, whoalong with his nationarms and shields the butchers of Gaza, being welcomed with pomp and grandeur in the land of the Two Holy Mosques, the heart of the Muslim Ummah and the supposed land of Tawheed. 
Red carpets were rolled out and treasures were laid at his feet, even as the cries of the oppressed echoed unanswered.

In contrast, the Messenger , in a position of far greater weakness than Muslims are today, sent a letter to the mightiest superpower of his time with a tone of izzah. ""If you accept Islam, you will be safe,"" he declared.
Such was his unshakable confidence in Allah's truth, a confidence that transcended worldly power. His example is a powerful reminder that our strength does not lie in alliances with oppressors, but in our unwavering trust in Allah and our adherence to His commands.

Ahmad Musa Jibril
Dhu al-Qi'dah 16, 1446""",0.01688761,0.80602115,0.024913076,jihad
"Animals being checked in Gaza ready for Friday. 

Dhur time today will be cut off point for Qurbanis.",0.9940388,0.01191157,0.0017554606,
"Muslims In Need are building two Sadaqah Jariyah projects for our beloved brother Khaled Nabhan in collaboration with his family.

 Masjid Khaled Nabhan
 Community Water Pump

Location: Tanzania

Donate here: 


100% Donation Policy",0.0046681724,0.0052882144,0.9944667,
"Update:

Roof, plastering and paint done",0.9968849,0.0052586417,0.0041898745,
"Update: 

Alhamdulillah, Masjid Khaled Nabhan in Tanzania is now complete.

What was once just dust and brick is now a sanctuary of salah, community, and hope - built by your donations and duas. A new light for an entire village. A legacy that echoes into the Akhirah.",0.0057990868,0.0041588633,0.9941704,
"""Shaykh Taqi al-Din al-Hilalis recitation of the Quran on German radio in the 1940s",0.0075146025,0.0032274218,0.9965585,
"""",0.9950859,0.0076876148,0.0043346724,
"""  Please grant us a beautiful love

A love that is founded upon our Love for you, ya Allah

Ya Allah, please protect us from those who wish to harm us + take advantage of us",0.9971831,0.0033270482,0.005302141,
"""Imam Shafii   said:  
 
Conceal your hardship so much so the people presume you are blessed and have an easy life.
 
[Manaqib ash-Shafi, 2/188]""",0.99438137,0.007544574,0.0021957983,
"""Everything has gone up in price but Allah still hasnt left your stomach empty.""",0.99755657,0.004077323,0.0043892306,
"""The farther away someone is from Allah, the harder their heart is, thus the harder it is for them to accept advice.

You must focus on the the matters of utmost priority when advising them

Akhi its makrooh talking after Isha the guy doesnt even pray Isha in the first place""",0.99741435,0.0036361662,0.004436538,
"""""Getting married at 2528 is like leaving the party 
 at 8pm.""
""
--------------

But same people in their 30s make tiktoks about 'where are all the good ones' and how they dont want the type of person wasting their time partying",0.9977198,0.0038814591,0.004268003,
"""MT and this guy rn",0.99747294,0.0043276707,0.0036711534,
"""Explanation of AQEEDAH",0.018954463,0.0018036531,0.9831391,
"""Shaykh Ibn Baz   said:

""Know that charity repels an evil death, removes affliction, and extinguishes sin.""

[Majmu al-Fatawa, 4/183]""",0.37315196,0.034425315,0.01297364,המודל לא הצליח לקבל החלטה
""" ,       !

Open to both brothers and sisters - bring your family and friends to join and benefit!


Masjid Daar Al-Hadeeth
96B Lower Clapton Road, Hackney, E5 0QR",0.79878145,0.0021468746,0.076139554,
"""Imam Ahmad was asked: 

Is staying at the frontier [for Jihad] better than staying in Makkah?

Imam Ahmad bin Hanbal replied: 

Yes, by Allah.

[al-Masa'il of Ibn Abi Ya'la]",0.26196593,0.019959755,0.037475273,המודל לא הצליח לקבל החלטה
"""Have a job interview and test tomorrow very important I will appreciate if you keep me in your duas that I pass this exam and interview""",0.9975189,0.004454191,0.004800859,
"""This religion cannot be serious""",0.99744415,0.004537527,0.0035676125,
Fajr and Asr jama'at being exactly 12hrs apart reminded me of this hadith regarding the angels descending at both,0.97143155,0.0013500109,0.048181683,
"""",0.9950859,0.0076876148,0.0043346724,
"""""@ojora Ik ur Bengali""
""
--------------",0.99721247,0.00531089,0.0028778159,
How do I turn off this auto translate nonsense,0.99679214,0.0037706422,0.00486997,
This worked,0.98908013,0.009640283,0.010967928,
"""Terrifying reality check. Prominent journalist Max Blumenthal reveals Netanyahu literally stormed the White House Situation Room, sat at the head of the table, and dictated the Iran war to a subservient Donald Trump. The President is taking direct orders from Israel!",0.9967302,0.0052043293,0.003464039,
"""HORRIFIC: Israeli settlers attacked a 5-year-old Palestinian child, Awad Khalil, beating and kicking him to the ground in Masafer Yatta in the West Bank, leaving him with a head injury.",0.9975924,0.00438035,0.0036985907,
"""23 years ago today in Gaza, British photographer Tom Hurndall was shot in the head by an Israeli sniper while trying to protect Palestinian children.

Humanity will never forget him",0.9971641,0.0055626878,0.0035042309,
"""Scared, he ran toward his school, hid behind his nurse who pled with the Israelis ""He is Autistic! Check his ID!""

They fired toward Eyad and missed, he ran behind a garbage bin - an Israeli shot him in the legs, then walked up to him and put two bullets in Eyad's chest.

2020 murder, acquitted July 6th, 2023""",0.99648905,0.0059054093,0.0025733283,
"""Shocking images have begun to emerge from inside prisons, revealing a reality beyond endurance. This photo was taken yesterday of a young man who was transferred directly to the hospital after his release from prison, his body exhausted and severely damaged by neglect. The doctor who examined him was in shock, saying she had never seen such a case before.

Norwegian scabies is spreading rapidly inside prisons, leading to a severe deterioration in prisoners health. There is no medical care, no medication, no water for bathing, no hygiene supplies, and not even clean clothes. Suffering worsens day after day with no intervention.

Where is the world in all of this? Where are those who speak about human rights? What is happening is not just neglect, but a humanitarian catastrophe being committed in silence as if these victims do not exist.""",0.99655426,0.006355718,0.0036822925,
"""Did Imam Muhammad Ibn Abd al-Wahhb   Excuse Ignorance in Major Shirk?",0.6497596,0.0022533853,0.062853314,
"""A woman detained in Israels Sde Teiman prison said she was bound naked to a metal table and repeatedly raped by two masked soldiers over the course of two days.She recalled that she was left shackled, naked and bleeding""",0.99776506,0.0048466125,0.004133279,
"""The most moral army in the world.",0.99766445,0.004867944,0.003656315,
"""No one blames Israeli occupation when it drops WHITE PHOSPHORUS on the heads of civilians..
It is normal and no one calls for disarming Israel..""",0.9976507,0.004864037,0.0033229773,
"""How our beloved Shaykh sees clowns who unleash their misguided tongues on him, with slander.",0.9957526,0.002760371,0.0052952273,
"""Shaykh Ahmad never lowers himself to entertain the noise of those who slander and belittle him, for he knows that truth is not measured by the tongues of people, nor is it shaken by the accusations of the ignorant. He remains firm, dignified, and focused upon the path of truth, unpolluted by baseless slander. But his silence is not weakness, and his restraint is not an admission to any defeat. 

Rather, it is upon usthose who recognize his sincerity and his service to the truthto rise and defend his honor. When lies are spread and distortions are weaponized, remaining silent becomes a betrayal to the Shaykh, more-so to a brother in Deen. 

We shouldnt  abandon him to the arrows of slander. Stand up and defend himseeking not his praise, but the pleasure of Allah in upholding truth and repelling falsehood.""",0.0035251,0.6422955,0.31988558,jihad
"""Do you remember Shaban, the 19-year old who was burned alive with an IV drip chaining him to his makeshift hospital bed?
He was 19 years old, studying software engineering student, displaced multiple times. He was trying to get enough money to get his family out of Gaza.",0.99773824,0.0041699116,0.0045712334,
"""HOLY SHIT !!!!!

Israeli politician Yitzik Kroizer says killing Palestinian children is normal if it supports the IDF mission. 

He adds there are no innocent children in the West Bank.

Repost this. Please I beg you",0.9973763,0.0048991553,0.0032967045,
"""Israel in einem Bild: Staatsterrorismus",0.9973354,0.003894238,0.0038440577,
"""PLEASE PRAY FOR SUDAN",0.99771667,0.0045242766,0.0037040436,
"""The earlier khawrij were initially ""watchers"" of 'Ali
  

Idiots like you would've slandered the noble caliph for having such followers

Also your goal in mentioning this filthy khariji is only to intentionally misassociate him with shaykh Ahmad",0.0061446116,0.9434149,0.07166283,jihad
"""This is a soft torture I know the people whom Indian occupational army put hot iron on flash, they were gave electric shocks on their genitals, put iron rod through their anuses 2 people died in the lap of my friend who himself was going through tortured",0.99758923,0.0046207504,0.004320926,
"""Have people forgotten that Prophet  used to have long hair? And the ahbah?

Shaykh Amad Jibrl, his students and followers are in reality growing their hair long to imitate the beloved, Muammad .

Adth, a al-Bukhr &amp; a Muslim:

1/2",0.0017374312,0.022346972,0.9890914,
"""Absolute bombshell. Prominent journalist Steve Sweeney confirms Israel used advanced surveillance to deliberately assassinate his press team. He exposes how the Zionist regime reads messages and tracks vehicles to intentionally murder journalists and silence the truth.",0.9977829,0.0039931866,0.0043173376,
